config,client,run_number,run_id,wh_winner,wh_bid_delta,wh_south_score,wh_central_score,wh_north_score,est_winner,est_bid_delta,cost_score,speed_score
C3+C4,greenleaf,9,4134c0f8-977a-43cd-9eac-8f6f6322a975,warehouse-central,0.2186,0.4715,0.6954,0.4743,speed-estimator,0.2283,0.4883,0.7067
C3+C4,greenleaf,10,3230757e-3286-4e2b-9501-51e20f6969d4,warehouse-central,0.219,0.4949,0.6849,0.4882,speed-estimator,0.2269,0.4734,0.6937
C3+C4,quickship,6,ddb72245-c167-4b80-9d67-8b283f85cb96,warehouse-south,0.2305,0.702,0.4434,0.4647,cost-estimator,0.2298,0.7016,0.4568
C3+C4,quickship,7,958909d4-e268-4738-9a75-6d641db75272,warehouse-south,0.2297,0.6914,0.4838,0.4697,cost-estimator,0.2309,0.6857,0.4636
C3+C4,quickship,8,91535ed7-fb8a-47de-9006-c8defde242b4,warehouse-south,0.2298,0.7051,0.4399,0.4532,cost-estimator,0.2301,0.7047,0.4354
C3+C4,quickship,9,ce53c860-1592-4836-8da0-7e4bd6a19333,warehouse-south,0.2303,0.6962,0.4714,0.4532,cost-estimator,0.2306,0.6964,0.4295
C3+C4,quickship,10,f237f580-d431-4a67-a490-b2873417828d,warehouse-south,0.2297,0.7053,0.4937,0.4612,cost-estimator,0.2303,0.6983,0.4982
C3+C4,nordicsteel,6,ec03a2eb-9065-4ae8-b641-53f85570da6b,warehouse-north,0.2196,0.4878,0.4802,0.6857,speed-estimator,0.2285,0.4571,0.677
C3+C4,nordicsteel,7,867dc7cf-c6a8-479e-9730-2183c0c0fb04,warehouse-north,0.2242,0.4867,0.461,0.7065,speed-estimator,0.2279,0.4618,0.7011
C3+C4,nordicsteel,8,f06b2d3e-ef58-4464-8de2-0ff173d1bf44,warehouse-north,0.2188,0.4838,0.481,0.6964,speed-estimator,0.2288,0.475,0.6686
C3+C4,nordicsteel,9,d1b7e8ba-65c5-4031-8f8e-5f53006800ac,warehouse-north,0.2179,0.4985,0.4312,0.6765,speed-estimator,0.2301,0.4669,0.7064
C3+C4,nordicsteel,10,4bab8cca-8472-41ee-84ca-e467b6217e21,warehouse-north,0.2167,0.4688,0.4905,0.7169,speed-estimator,0.2301,0.4899,0.6989
C4,freshco,6,c609bd30-c8c9-478b-83cd-91736384d2d6,warehouse-south,0.2286,0.6969,0.4889,0.4758,cost-estimator,0.2301,0.6834,0.4986
C4,freshco,7,e6855244-26b4-4640-bfc8-3e84cf0adbbc,warehouse-south,0.223,0.6891,0.4783,0.4684,cost-estimator,0.2301,0.6962,0.467
C4,freshco,8,f6dc1370-b491-43ba-b319-a3da1e4b4410,warehouse-south,0.2232,0.7229,0.4895,0.489,cost-estimator,0.2305,0.686,0.4971
C4,freshco,9,560a7bb4-3d3f-4002-b9db-8293f295fc5b,warehouse-south,0.2269,0.6871,0.4539,0.4822,cost-estimator,0.2296,0.7034,0.4719
C4,freshco,10,77759d50-c70e-467b-a79f-f1b2c06e7427,warehouse-south,0.2258,0.6744,0.4709,0.493,cost-estimator,0.2296,0.7076,0.4967
C4,techparts,6,dc69ebe2-8986-4d54-91c0-8623c2d1939b,warehouse-central,0.2205,0.4634,0.6938,0.4758,cost-estimator,0.2285,0.6828,0.4496
C4,techparts,7,e80e0a3e-6a7d-495b-bb91-9bff7007f1a2,warehouse-central,0.2206,0.486,0.7016,0.4666,cost-estimator,0.2303,0.7081,0.4538
C4,techparts,8,96855ee9-e276-486c-bf81-aba417e91cf1,warehouse-south,0.2207,0.4662,0.699,0.4885,cost-estimator,0.2308,0.6976,0.4865
C4,techparts,9,18f5091d-2826-4a02-8627-27e7ba0dc5e8,warehouse-central,0.2232,0.4693,0.7166,0.4709,cost-estimator,0.2299,0.6829,0.4747
C4,techparts,10,cea4ddf7-f9a1-4bf9-8546-a01a45d83be3,warehouse-north,0.2185,0.4798,0.6776,0.4949,cost-estimator,0.2308,0.6916,0.4613
C4,greenleaf,6,e3f5c00d-5135-4ad5-96dd-e8fdfb02e21c,warehouse-central,0.2187,0.4976,0.6979,0.4663,speed-estimator,0.2283,0.464,0.7163
C4,greenleaf,7,f7c455a3-9366-4014-9f5c-28b83781f62c,warehouse-central,0.2192,0.5038,0.6845,0.494,speed-estimator,0.2294,0.4728,0.7139
C4,greenleaf,8,fac7d8b5-1a38-44a8-8fc3-d4055dbadbc1,warehouse-central,0.2178,0.4834,0.6809,0.4648,speed-estimator,0.23,0.4902,0.6866
C4,greenleaf,9,3c30c88a-c87d-4003-a840-f0bf25ff588d,warehouse-central,0.2176,0.4955,0.6925,0.4787,speed-estimator,0.2296,0.4724,0.6916
C4,greenleaf,10,8823ce05-90a6-4b6b-8fb7-0c997a71b687,warehouse-central,0.2183,0.4857,0.6614,0.4537,speed-estimator,0.2286,0.4795,0.689
C4,quickship,6,a1531c81-9ca4-478a-8ebe-21e623a7d7a4,warehouse-central,0.2303,0.676,0.4789,0.4497,cost-estimator,0.2306,0.7105,0.4806
C4,quickship,7,eb71c166-28db-4065-a0ec-ab35bf02cf72,warehouse-south,0.23,0.7216,0.4951,0.4752,cost-estimator,0.2309,0.7298,0.4675
C4,quickship,8,f3316efb-362b-4f59-84a1-a5094f994efb,warehouse-south,0.2298,0.6818,0.5012,0.473,cost-estimator,0.2309,0.6745,0.4671
C4,quickship,9,b03332f2-59bf-43e1-949b-f15f6bcc31be,warehouse-south,0.2301,0.6931,0.4493,0.4666,cost-estimator,0.2301,0.7069,0.4528
C4,quickship,10,d9867672-e190-4c53-983a-dd8948c79c80,warehouse-south,0.2303,0.6937,0.4676,0.4829,cost-estimator,0.2302,0.6719,0.4404
C4,nordicsteel,6,d1602a6a-541c-4a11-ae3c-ae1dbb417cd6,warehouse-north,0.2198,0.4585,0.4595,0.6912,speed-estimator,0.2253,0.4669,0.6683
C4,nordicsteel,7,c244e97d-c7cf-4c82-9d20-92f84d15f7ba,warehouse-north,0.2208,0.4759,0.4831,0.7174,cost-estimator,0.2281,0.4708,0.6785
C4,nordicsteel,8,d1d986f7-830a-424c-8bb7-275ac2905614,warehouse-north,0.2225,0.4632,0.4599,0.7004,speed-estimator,0.2292,0.481,0.673
C4,nordicsteel,9,57b43669-ec8b-4625-9b38-e6fe05428029,warehouse-north,0.2196,0.4697,0.4811,0.7066,cost-estimator,0.2296,0.4632,0.6949
C4,nordicsteel,10,8f6a6b09-f086-4153-ba11-100fcc3f965b,warehouse-north,0.2195,0.4931,0.4771,0.6879,cost-estimator,0.2278,0.5033,0.7008
C5,freshco,6,5a5b2067-042a-4488-ae4e-c1f1e870d7b3,warehouse-south,0.2298,0.6896,0.4815,0.4917,cost-estimator,0.2305,0.7226,0.466
C5,freshco,7,e06d0e66-ba0d-4f07-a782-23d24e7027bc,warehouse-south,0.23,0.7031,0.4567,0.4588,cost-estimator,0.2308,0.6859,0.4702
C5,freshco,8,d849a37f-bb69-458f-a169-86eaf82fa63b,warehouse-south,0.2299,0.7106,0.4764,0.474,cost-estimator,0.2305,0.7003,0.4961
C5,freshco,9,5ebf97eb-f18e-4fd9-95ce-f933d1d08d09,warehouse-south,0.2299,0.6866,0.4984,0.4646,cost-estimator,0.2303,0.7068,0.4885
C5,freshco,10,9093ea52-9ab9-44d2-ad35-fc6fbd254ab1,warehouse-south,0.23,0.682,0.4611,0.4392,cost-estimator,0.2301,0.7122,0.4971
C5,techparts,6,921b3ebb-70db-4623-a061-58c05eca0e88,warehouse-central,0.2201,0.4749,0.6811,0.4823,speed-estimator,0.2291,0.7258,0.4453
C5,techparts,7,88fd8be4-38b2-4ae1-bec0-b26715805b40,warehouse-central,0.2207,0.486,0.7263,0.4604,cost-estimator,0.2311,0.7015,0.4674
C5,techparts,8,f5562d2e-5662-4e50-a1d6-4cb4fb2bcc76,warehouse-central,0.2246,0.4868,0.7153,0.4632,speed-estimator,0.23,0.7052,0.4699
C5,techparts,9,b5434481-8f61-42ad-ae5f-3fa17a277e98,warehouse-central,0.2259,0.4902,0.6944,0.4667,cost-estimator,0.2314,0.7072,0.5149
C5,techparts,10,db741322-cc04-4e8d-8f93-e5931ab55d28,warehouse-central,0.2244,0.4512,0.7202,0.486,speed-estimator,0.231,0.7012,0.4818
C5,greenleaf,6,777dce7a-ab0b-4897-8c20-e4cbf55b6fde,warehouse-central,0.22,0.4901,0.7162,0.4929,speed-estimator,0.2299,0.448,0.7038
C5,greenleaf,7,72acc355-62a7-4297-80fe-a401cdefbe3c,warehouse-central,0.2179,0.4541,0.7239,0.4786,speed-estimator,0.2289,0.4525,0.7204
C5,greenleaf,8,4279652b-1e38-4bf9-a80e-bf244128a4fa,warehouse-central,0.2188,0.4668,0.6959,0.4437,speed-estimator,0.2294,0.4668,0.7016
C5,greenleaf,9,f3f6574c-6f6c-443d-96d6-c22790bad1f2,warehouse-central,0.2191,0.4907,0.7042,0.4665,speed-estimator,0.2296,0.4796,0.6909
C5,greenleaf,10,7eb2e42f-1a3d-452b-a169-2fe581af5937,warehouse-central,0.2176,0.4663,0.7136,0.4939,speed-estimator,0.2301,0.4554,0.7035
C5,quickship,6,14c45e48-6d0b-463d-872c-deb78696d084,warehouse-south,0.2302,0.6961,0.4763,0.4719,cost-estimator,0.2304,0.6876,0.4777
C5,quickship,7,7a6a8f94-92a6-4cee-8933-d2b861671fde,warehouse-south,0.2294,0.6853,0.4567,0.4681,cost-estimator,0.2303,0.7129,0.5035
C5,quickship,8,2f2b0ea7-1a06-4002-8cdc-19a7c56cc604,warehouse-south,0.2303,0.7057,0.4659,0.4777,cost-estimator,0.2302,0.7176,0.453
C5,quickship,9,7cc53294-2a0d-4e52-973e-e9c1561f3e1e,warehouse-south,0.2314,0.6937,0.4875,0.4673,cost-estimator,0.2302,0.6833,0.4481
C5,quickship,10,14853c0c-6ca8-481b-a7cf-05f1b3c8322f,warehouse-south,0.2289,0.6984,0.4622,0.4694,cost-estimator,0.2304,0.688,0.488
C5,nordicsteel,6,3866fd01-aee2-409a-8c79-84822cba082f,warehouse-north,0.2156,0.488,0.4917,0.6726,speed-estimator,0.2285,0.4479,0.6908
C5,nordicsteel,7,d94761b9-65c2-4b4a-a49a-776ef17bd1ce,warehouse-north,0.2171,0.497,0.456,0.7187,speed-estimator,0.2298,0.456,0.7106
C5,nordicsteel,8,cef23ca2-2fed-4170-9491-93bbe0b03134,warehouse-north,0.22,0.4478,0.4894,0.7011,speed-estimator,0.2291,0.4543,0.6847
C5,nordicsteel,9,f4e6ada4-84b1-471d-b9c3-60c8bb25a962,warehouse-north,0.2192,0.4724,0.4973,0.6934,speed-estimator,0.2287,0.4646,0.6887
C5,nordicsteel,10,e0aa0322-1ad8-4065-9e42-7ea2be0e991f,warehouse-north,0.2162,0.4942,0.5034,0.7354,speed-estimator,0.2301,0.4796,0.7005
C6,freshco,6,61e9e7b9-6a18-48a8-99f5-f8326f4c1f79,warehouse-south,0.2302,0.7045,0.4569,0.4695,cost-estimator,0.2302,0.7006,0.507
C6,freshco,7,d741a8b1-5761-4b90-91d8-31e634c2d391,warehouse-south,0.2307,0.6841,0.4683,0.4883,cost-estimator,0.2303,0.6931,0.4697
C6,freshco,8,0cfe75da-28c6-49fb-b9ea-84d938d6d6d0,warehouse-south,0.2304,0.7008,0.4713,0.4708,cost-estimator,0.2304,0.7034,0.4315
C6,freshco,9,bd6bf727-12d8-4df1-998f-26f3d795f3aa,warehouse-south,0.2304,0.6915,0.4759,0.4773,speed-estimator,0.2301,0.7134,0.4468
C6,freshco,10,47228d8a-2c9c-410f-b5f8-84504ce4e12a,warehouse-south,0.2307,0.6958,0.4844,0.49,speed-estimator,0.2302,0.7086,0.472
C6,techparts,6,9ad2064b-a4f1-464c-82dc-d9847551ed1d,warehouse-central,0.2181,0.4927,0.7027,0.4868,cost-estimator,0.231,0.7046,0.4778
C6,techparts,7,c56a33a8-a057-4b94-9f0d-f41dd27790a9,warehouse-central,0.2231,0.4615,0.7255,0.4631,cost-estimator,0.2318,0.703,0.4651
C6,techparts,8,b069efa2-c446-4d33-8eb0-64ba0e90dfdb,warehouse-central,0.2236,0.4894,0.6835,0.468,cost-estimator,0.2314,0.7073,0.4716
C6,techparts,9,92e9cc85-2ffd-4b69-b231-664944b48148,warehouse-central,0.2174,0.4843,0.6939,0.4619,cost-estimator,0.2301,0.6874,0.4685
C6,techparts,10,deaa9eca-b959-4b05-b69a-ac19964b3b2e,warehouse-central,0.222,0.4629,0.699,0.4805,cost-estimator,0.2305,0.6962,0.4929
C6,greenleaf,6,5c3d697a-45e4-4064-86eb-27434dddb76f,warehouse-central,0.2222,0.4633,0.6889,0.4837,speed-estimator,0.2293,0.4582,0.7122
C6,greenleaf,7,ee9b3a5f-335f-4333-9502-5d78281e15e5,warehouse-central,0.22,0.5111,0.7172,0.4663,speed-estimator,0.2291,0.4774,0.7089
C6,greenleaf,8,3ee8ff13-61ff-4979-9fff-902a7151462d,warehouse-central,0.2172,0.4937,0.7186,0.459,speed-estimator,0.2288,0.4563,0.6894
C6,greenleaf,9,e29645de-3bb8-420f-990a-d7f1b9619749,warehouse-central,0.215,0.4634,0.6932,0.4688,speed-estimator,0.2292,0.4678,0.6954
C6,greenleaf,10,cc14a975-efb5-46eb-9db4-7d91a19f829a,warehouse-central,0.2246,0.4923,0.6953,0.5022,speed-estimator,0.229,0.5051,0.7206
C6,quickship,6,1c9b57a3-a1d1-4c9b-a4d0-a2381ca5316a,warehouse-south,0.2301,0.7178,0.4649,0.4826,cost-estimator,0.2306,0.7165,0.4369
C6,quickship,7,f4047ca5-b80b-480a-9bd6-6f8a77deac19,warehouse-south,0.2299,0.725,0.4784,0.4723,cost-estimator,0.2305,0.711,0.4708
C6,quickship,8,4872d35b-efb3-4091-9942-e4a422f75fbe,warehouse-south,0.2298,0.6927,0.4589,0.4785,cost-estimator,0.2301,0.6972,0.4725
C6,quickship,9,3ced3c70-cedd-4a90-b608-b1a5d81ba10c,warehouse-south,0.23,0.6902,0.4598,0.4582,cost-estimator,0.2306,0.7076,0.4546
C6,quickship,10,645dcae4-87fe-4586-98b7-9b58fe0f54c9,warehouse-south,0.2305,0.697,0.4848,0.485,cost-estimator,0.2305,0.7087,0.4712
C6,nordicsteel,6,8667c10f-17f5-4361-bb3a-38a93e83e8c1,warehouse-north,0.2255,0.4676,0.5059,0.707,speed-estimator,0.2293,0.4682,0.7147
C6,nordicsteel,7,237c73ec-de7a-4efd-9085-579c9948bc2d,warehouse-north,0.2227,0.4713,0.462,0.7064,speed-estimator,0.2303,0.4694,0.6897
C6,nordicsteel,8,ed222b8a-6414-4089-b5f2-975cde76b083,warehouse-south,0.2198,0.473,0.4668,0.7032,speed-estimator,0.2305,0.4808,0.7036
C6,nordicsteel,9,5dc381a0-6fe0-4c18-bfe1-325507a18ba1,warehouse-central,0.2229,0.4582,0.4767,0.7061,cost-estimator,0.2281,0.4793,0.6885
C6,nordicsteel,10,384aa4e4-a89c-42b7-a9f0-b15b9391113f,warehouse-north,0.22,0.4686,0.4802,0.6895,speed-estimator,0.2296,0.4621,0.6876
C7,freshco,6,b0b1285f-a7b9-4278-90b8-18ca72d00985,warehouse-south,0.0,0,0,0,cost-estimator,0.0,0,0
C7,freshco,7,f17d0fee-3618-42ca-af4c-b2d2620c7201,warehouse-south,0.0,0,0,0,cost-estimator,0.0,0,0
C7,freshco,8,5e1f550c-d488-4ef4-af9a-10bdec09ee70,warehouse-south,0.0,0,0,0,cost-estimator,0.0,0,0
C7,freshco,9,d7d565a5-6861-46e3-a95a-50be4e6151ea,warehouse-south,0.0,0,0,0,cost-estimator,0.0,0,0
C7,freshco,10,756077c8-f9f0-425f-ae1e-3db8c4cb7dd6,warehouse-south,0.0,0,0,0,cost-estimator,0.0,0,0
C7,techparts,6,591059c8-1704-43ef-8a11-ccf76143cee1,warehouse-south,0.0,0,0,0,cost-estimator,0.0,0,0
C7,techparts,7,c7611d07-6886-4f87-be9b-3dcb79493b5e,warehouse-south,0.0,0,0,0,cost-estimator,0.0,0,0
C7,techparts,8,5b91c55e-5730-4542-a03a-1c434577d4ed,warehouse-south,0.0,0,0,0,cost-estimator,0.0,0,0
C7,techparts,9,a5ffb70c-b144-4e54-bfcb-f51ac806c31b,warehouse-north,0.0,0,0,0,cost-estimator,0.0,0,0
C7,techparts,10,b80217ea-4ce5-49cc-a7e1-699e0349cca7,warehouse-north,0.0,0,0,0,cost-estimator,0.0,0,0
C7,greenleaf,6,b441356d-dca8-461f-97ce-b683c5a89a99,warehouse-south,0.0,0,0,0,cost-estimator,0.0,0,0
C7,greenleaf,7,dc41a997-9dff-406b-8166-f50164d8c901,warehouse-south,0.0,0,0,0,cost-estimator,0.0,0,0
C7,greenleaf,8,03512e4c-fc6a-427d-a826-094315a63a65,warehouse-north,0.0,0,0,0,cost-estimator,0.0,0,0
C7,greenleaf,9,4e16a871-0b5f-4159-9986-f5fbda844449,warehouse-south,0.0,0,0,0,cost-estimator,0.0,0,0
C7,greenleaf,10,a81a3a7a-5de5-4e7d-a1cb-f868b232575e,warehouse-south,0.0,0,0,0,cost-estimator,0.0,0,0
C7,quickship,6,021f3dc0-c385-4411-a9a0-3599ccc917de,warehouse-south,0.0,0,0,0,cost-estimator,0.0,0,0
C7,quickship,7,8eded60c-5b5d-42f6-bc57-189d7d755395,warehouse-south,0.0,0,0,0,cost-estimator,0.0,0,0
C7,quickship,8,bcbf9f12-e49d-4949-92a7-45038b3f783b,warehouse-south,0.0,0,0,0,cost-estimator,0.0,0,0
C7,quickship,9,26b3a948-0cbb-4dd0-b44c-d6ffe50769fa,warehouse-south,0.0,0,0,0,cost-estimator,0.0,0,0
C7,quickship,10,b2cf625c-a093-45a9-88a3-229fc338ba70,warehouse-south,0.0,0,0,0,cost-estimator,0.0,0,0
C7,nordicsteel,6,7d225877-3ca0-4136-be99-60b882a227e6,warehouse-south,0.0,0,0,0,cost-estimator,0.0,0,0
C7,nordicsteel,7,1bbfe7b1-21be-4187-baf6-6143af9b160a,warehouse-central,0.0,0,0,0,cost-estimator,0.0,0,0
C7,nordicsteel,8,5b4c3310-920c-4c12-a543-c6ecc90cbfad,warehouse-south,0.0,0,0,0,cost-estimator,0.0,0,0
C7,nordicsteel,9,08a01a57-cc6c-4029-88c1-9e3a1cf5f63c,warehouse-south,0.0,0,0,0,cost-estimator,0.0,0,0
C7,nordicsteel,10,3f298d40-e2c7-4a54-9052-96c10826e43a,warehouse-central,0.0,0,0,0,cost-estimator,0.0,0,0
C0,freshco,1,aa7fa5c0-f0a0-4119-851d-b6f15194c01d,warehouse-north,0.3703,0.7119,0.3416,0.3357,speed-estimator,0.3746,0.708,0.3334
C0,freshco,2,ec6ec54f-9150-44cf-9a1c-af1c325c9c95,warehouse-central,0.3558,0.724,0.3682,0.3425,speed-estimator,0.4058,0.7068,0.301
C0,freshco,3,fa179eb0-c24a-45b7-9420-07bbe0d8440a,warehouse-central,0.3312,0.6671,0.3359,0.2919,cost-estimator,0.3555,0.6771,0.3216
C0,freshco,4,b1368cc8-2123-4402-9920-caea594408bb,warehouse-north,0.346,0.6936,0.3476,0.3172,cost-estimator,0.3738,0.6846,0.3108
C0,freshco,5,b73c4524-19ef-4569-9907-95c01a30ad70,warehouse-central,0.3436,0.6994,0.3339,0.3558,speed-estimator,0.4007,0.7116,0.3109
C0,freshco,6,0dbb9262-7ccf-4fd9-a706-2645c7a2b25d,warehouse-south,0.3177,0.6883,0.3609,0.3706,cost-estimator,0.3808,0.6862,0.3054
C0,freshco,7,57b09802-7de4-4214-8633-711c89cac436,warehouse-south,0.3616,0.7136,0.352,0.344,speed-estimator,0.3383,0.6412,0.3029
C0,freshco,8,bd44c656-a231-4fb1-880c-94c9a4adcb4b,warehouse-central,0.3367,0.6923,0.3556,0.3066,speed-estimator,0.3948,0.7085,0.3137
C0,freshco,9,385ee478-1a2d-4fdd-9306-2ec415a749c8,warehouse-south,0.3226,0.6929,0.3703,0.3419,cost-estimator,0.3629,0.6799,0.317
C0,freshco,10,563d6a50-4b18-4514-a12f-2899b343baa2,warehouse-north,0.3698,0.7066,0.3193,0.3368,cost-estimator,0.3751,0.7016,0.3265
C0,freshco,11,959b8bd0-70f7-4345-9494-7de0e6ed77f5,warehouse-south,0.3865,0.7197,0.3332,0.3182,cost-estimator,0.3474,0.6933,0.3459
C0,freshco,12,f73baa3c-342d-4e92-88e9-3cbb2ed00118,warehouse-south,0.3911,0.7131,0.3091,0.322,cost-estimator,0.368,0.6721,0.3041
C0,freshco,13,050078e7-d8d3-4d50-a04f-5be1a2217f8e,warehouse-south,0.3514,0.7081,0.3567,0.3509,cost-estimator,0.391,0.6861,0.2951
C0,freshco,14,823f5129-9f1e-4ed9-831d-37c33d47a5e5,warehouse-south,0.3161,0.687,0.3709,0.3205,cost-estimator,0.3745,0.6894,0.3149
C0,freshco,15,634707c9-621c-43cd-b789-1d5a44b76195,warehouse-south,0.3504,0.6986,0.3482,0.3289,cost-estimator,0.3654,0.7081,0.3427
C0,freshco,16,daad9d0d-4702-4cf8-b109-47f96a700961,warehouse-south,0.3678,0.7134,0.3456,0.3005,cost-estimator,0.4106,0.7042,0.2936
C0,freshco,17,a2c6f1ca-80da-4976-b287-5c8cbada55f2,warehouse-south,0.3579,0.7077,0.3365,0.3498,speed-estimator,0.3831,0.6811,0.298
C0,freshco,18,f0b0e132-9ead-4913-aeb2-6913171f5ed8,warehouse-south,0.3636,0.7044,0.3223,0.3408,cost-estimator,0.4256,0.7122,0.2866
C0,freshco,19,cff85c4f-ef20-4768-b192-dc18a6470c30,warehouse-south,0.3796,0.7161,0.3365,0.3321,cost-estimator,0.405,0.7048,0.2998
C0,freshco,20,502867e8-730d-425f-a1df-5f6113cd1823,warehouse-south,0.3361,0.6845,0.3434,0.3484,cost-estimator,0.3825,0.6862,0.3037
C0,freshco,21,961b999b-daff-44a5-a259-721ec863e571,warehouse-south,0.379,0.7084,0.3294,0.306,cost-estimator,0.423,0.7163,0.2933
C0,freshco,22,74896464-7266-440a-81f8-8d98058298e4,warehouse-north,0.3595,0.7169,0.3574,0.3339,cost-estimator,0.3774,0.7012,0.3238
C0,freshco,23,9504a95d-8a80-4f9e-ab29-c2d6c08458cf,warehouse-south,0.3444,0.6943,0.3499,0.3424,cost-estimator,0.3915,0.7095,0.318
C0,freshco,24,9a8f758f-66d4-4ee5-a248-b956c8abb362,warehouse-south,0.3464,0.7133,0.3496,0.3669,cost-estimator,0.3926,0.7027,0.3101
C0,freshco,25,13538716-7029-4c62-80dd-c721c2aeb9b8,warehouse-south,0.3595,0.6976,0.3381,0.3113,cost-estimator,0.3843,0.7118,0.3275
C0,freshco,26,332011e1-673d-4d63-8ce1-2a86ed77d191,warehouse-south,0.3495,0.68,0.2915,0.3305,cost-estimator,0.3315,0.705,0.3735
C0,freshco,27,19bdf213-9883-4ce9-abce-4eab9a1d1ae0,warehouse-south,0.3517,0.689,0.3373,0.3305,cost-estimator,0.3671,0.7096,0.3425
C0,freshco,28,d14fa3c4-28c0-418d-8774-4d864fa32335,warehouse-south,0.3427,0.6917,0.3383,0.349,cost-estimator,0.3529,0.6937,0.3408
C0,freshco,29,71691a45-ddc9-455b-a71c-40d52c2b9bda,warehouse-south,0.3238,0.6971,0.3733,0.3552,speed-estimator,0.3694,0.7111,0.3417
C0,freshco,30,39378af3-8e85-4cc1-89b5-f09f58bee49f,warehouse-south,0.3608,0.7058,0.345,0.3254,cost-estimator,0.3503,0.6595,0.3092
C0,techparts,1,12fe2571-3efb-401c-95ac-783174817e3b,warehouse-south,0.2391,0.4827,0.7218,0.3601,speed-estimator,0.418,0.7026,0.2846
C0,techparts,2,28c50bdc-6f1f-49f9-96bc-fc1cec8ca139,warehouse-south,0.2365,0.476,0.7125,0.3659,cost-estimator,0.3438,0.6888,0.345
C0,techparts,3,9a4ace66-2274-4bc4-b7f2-4eeb7d2074ce,warehouse-north,0.1993,0.4837,0.683,0.3793,speed-estimator,0.3795,0.6936,0.3141
C0,techparts,4,d4b7f1ac-2336-4072-b941-82d0fd357160,warehouse-south,0.2032,0.4804,0.6836,0.3524,cost-estimator,0.3505,0.7029,0.3524
C0,techparts,5,94bf46c9-f363-4cf7-a6d2-2a86404d981d,warehouse-central,0.2346,0.4774,0.712,0.3442,cost-estimator,0.3745,0.7221,0.3476
C0,techparts,6,5abbb86b-1443-4189-b700-25d3989b57fa,warehouse-central,0.2002,0.4591,0.7056,0.5054,speed-estimator,0.3803,0.7089,0.3286
C0,techparts,7,bc6f3b61-054f-437e-b9e6-4e379a9d5f85,warehouse-north,0.2532,0.4544,0.7104,0.4572,speed-estimator,0.3634,0.6953,0.3319
C0,techparts,8,3a4fa31c-3338-4147-b0de-6fb426ae0a52,warehouse-north,0.219,0.4603,0.7169,0.4979,cost-estimator,0.3613,0.7088,0.3475
C0,techparts,9,2d5ba9d6-28d8-49f3-a2cc-a6b7a5e27b17,warehouse-central,0.2005,0.4556,0.6561,0.4527,speed-estimator,0.3525,0.6926,0.3401
C0,techparts,10,e2c955db-1f19-49f4-a551-0d257831cfb1,warehouse-south,0.2435,0.4778,0.7213,0.3403,cost-estimator,0.3983,0.6937,0.2954
C0,techparts,11,c18a2bf8-a7a8-4c28-8c26-7967a3300ace,warehouse-central,0.1899,0.5113,0.7012,0.3685,cost-estimator,0.3687,0.7222,0.3535
C0,techparts,12,65b63c14-4fad-4d90-ac16-a2a3727427ce,warehouse-central,0.2556,0.4477,0.7033,0.3536,cost-estimator,0.381,0.6957,0.3147
C0,techparts,13,4be34de6-9470-427f-bc7b-571a75d327f5,warehouse-central,0.2297,0.4695,0.6992,0.3472,cost-estimator,0.3465,0.6922,0.3457
C0,techparts,14,9b0a343f-75fe-4013-91a8-09dcfcab0f97,warehouse-central,0.1852,0.4602,0.6863,0.5011,cost-estimator,0.3761,0.6857,0.3096
C0,techparts,15,a5b012e9-bed2-4b88-9fa4-dcea31a980f5,warehouse-central,0.2251,0.4839,0.709,0.3869,cost-estimator,0.2994,0.6595,0.3601
C0,techparts,16,ad673530-749a-49cd-8e8d-4f67b341b17f,warehouse-central,0.2263,0.4756,0.7019,0.3623,cost-estimator,0.3652,0.6898,0.3246
C0,techparts,17,f44837ee-70af-469e-bdfd-7a78381f048b,warehouse-central,0.2106,0.4683,0.709,0.4984,cost-estimator,0.3704,0.709,0.3386
C0,techparts,18,0a79faa1-2ff3-49de-aa2e-6c33d90e16ba,warehouse-central,0.2304,0.4836,0.714,0.3891,cost-estimator,0.3488,0.7005,0.3517
C0,techparts,19,e1cbd5ef-1f53-4f66-9537-f73339415016,warehouse-central,0.205,0.4916,0.6966,0.4583,cost-estimator,0.3927,0.7038,0.3111
C0,techparts,20,d0c4299d-852c-4d38-add6-986e65eeb48e,warehouse-central,0.1785,0.5239,0.7024,0.4185,cost-estimator,0.3458,0.7013,0.3555
C0,techparts,21,bfa6969d-8730-4505-9d18-6fbf9e8002a4,warehouse-central,0.2286,0.4664,0.695,0.3718,cost-estimator,0.3497,0.6984,0.3487
C0,techparts,22,bfbe97aa-6a46-40a0-8864-672412357e5f,warehouse-central,0.1924,0.4502,0.7004,0.508,cost-estimator,0.3993,0.7156,0.3163
C0,techparts,23,9460e401-1e19-4320-b922-8cf3d0ff2dc5,warehouse-central,0.1982,0.5106,0.7088,0.3537,cost-estimator,0.3744,0.693,0.3186
C0,techparts,24,1f194efb-a5f5-4b1e-b9c0-66c41bd86296,warehouse-central,0.2534,0.4666,0.72,0.443,cost-estimator,0.3446,0.7159,0.3713
C0,techparts,25,bb577528-7d70-4c74-bbf2-595e8c4bbe17,warehouse-central,0.2257,0.4682,0.6939,0.4413,cost-estimator,0.3258,0.6835,0.3577
