config,client,run_number,run_id,phi_south,phi_central,phi_north
C1,quickship,10,bb5fad9b-4309-4216-babc-e57cea2a2362,0,0,0
C1,nordicsteel,6,1b01a48d-21fd-4073-8937-23eed777ce4a,0,0,0
C1,nordicsteel,7,44642d04-ff04-4554-97d2-d9506814cf20,0,0,0
C1,nordicsteel,8,f0f051c7-2dbc-4512-9af1-1ed31d3522f5,0,0,0
C1,nordicsteel,9,ad94eadf-71cd-48bc-b695-68ffb8a0fded,0,0,0
C1,nordicsteel,10,22dc0276-3003-4e2a-befa-c130523714a3,0,0,0
C2,freshco,4,65345e03-2dfe-4362-907c-812307147de5,0,0,0
C2,freshco,6,f8d5d55b-b39f-4cb6-a551-cd98507b6bae,0,0,0
C2,freshco,7,756b8347-bbbf-41a8-9d0f-7437818c5fe9,0,0,0
C2,freshco,8,9a0bb18d-a06b-4b6c-9cbc-f5e6638468ff,0,0,0
C2,freshco,9,400e52c6-6a8d-4bc8-bef0-1cd7e68a8138,0,0,0
C2,freshco,10,760253be-809f-45e0-a183-6944de5e0044,0,0,0
C2,techparts,6,4b69d590-fe1f-4498-a8db-d7367aed9023,0,0,0
C2,techparts,7,957a58fa-5657-4f87-87e7-69972e2708e1,0,0,0
C2,techparts,8,3957e852-3e56-4ed9-92e2-82f986ba1d77,0,0,0
C2,techparts,9,e14d1ff9-9c36-4cf4-a44c-89454a679b58,0,0,0
C2,techparts,10,6dac71df-5f1c-4ef1-a5b8-e144f0510aa6,0,0,0
C2,greenleaf,6,f230bcf8-51a8-44e2-b4ac-2ba85ebb6914,0,0,0
C2,greenleaf,7,4574c938-f9c2-47c0-b1b9-973fb1b82838,0,0,0
C2,greenleaf,8,e1259fe8-e195-4aa1-923f-e28f56761842,0,0,0
C2,greenleaf,9,020e9f87-1dc8-459e-a237-f89a4e18eea3,0,0,0
C2,greenleaf,10,c5371282-6dcf-48b3-894c-ef62f7f58cce,0,0,0
C2,quickship,6,a2748958-a5ab-4cb7-845a-477f22f8d18e,0,0,0
C2,quickship,7,e596a908-d62c-4ca1-87d6-fe9e9b6f2272,0,0,0
