config,client,run_number,assignment_accuracy,warehouse_correct,estimator_correct,latency_seconds
C4,techparts,9,1.0,True,True,130.4
C4,techparts,10,0.5,False,True,170.0
C5,freshco,1,1.0,True,True,175.1
C5,freshco,2,1.0,True,True,172.2
C5,freshco,3,1.0,True,True,157.3
C5,freshco,4,1.0,True,True,181.9
C5,freshco,5,1.0,True,True,171.6
C5,freshco,6,1.0,True,True,156.7
C5,freshco,7,1.0,True,True,157.4
C5,freshco,8,1.0,True,True,182.9
C5,freshco,9,1.0,True,True,172.9
C5,freshco,10,1.0,True,True,168.7
C5,greenleaf,1,1.0,True,True,157.6
C5,greenleaf,2,1.0,True,True,134.3
C5,greenleaf,3,1.0,True,True,184.0
C5,greenleaf,4,1.0,True,True,161.9
C5,greenleaf,5,1.0,True,True,138.7
C5,greenleaf,6,1.0,True,True,173.4
C5,greenleaf,7,1.0,True,True,163.5
C5,greenleaf,8,1.0,True,True,163.8
C5,greenleaf,9,1.0,True,True,170.7
C5,greenleaf,10,1.0,True,True,160.6
C5,nordicsteel,1,1.0,True,True,154.2
C5,nordicsteel,2,1.0,True,True,173.3
C5,nordicsteel,3,1.0,True,True,173.1
C5,nordicsteel,4,0.5,True,False,155.3
C5,nordicsteel,5,1.0,True,True,158.9
C5,nordicsteel,6,1.0,True,True,152.7
C5,nordicsteel,7,1.0,True,True,154.7
C5,nordicsteel,8,1.0,True,True,153.8
C5,nordicsteel,9,1.0,True,True,162.0
C5,nordicsteel,10,1.0,True,True,172.8
C5,quickship,1,1.0,True,True,169.6
C5,quickship,2,1.0,True,True,172.8
C5,quickship,3,1.0,True,True,137.5
C5,quickship,4,1.0,True,True,139.6
C5,quickship,5,1.0,True,True,148.6
C5,quickship,6,1.0,True,True,169.1
C5,quickship,7,1.0,True,True,174.1
C5,quickship,8,1.0,True,True,162.3
C5,quickship,9,1.0,True,True,172.6
C5,quickship,10,1.0,True,True,138.8
C5,techparts,1,0.5,True,False,172.6
C5,techparts,2,1.0,True,True,180.4
C5,techparts,3,1.0,True,True,145.9
C5,techparts,4,1.0,True,True,137.0
C5,techparts,5,1.0,True,True,148.2
C5,techparts,6,0.5,True,False,153.2
C5,techparts,7,1.0,True,True,130.7
C5,techparts,8,0.5,True,False,135.3
C5,techparts,9,1.0,True,True,164.7
C5,techparts,10,0.5,True,False,151.3
C6,freshco,1,1.0,True,True,180.4
C6,freshco,2,1.0,True,True,196.6
C6,freshco,3,1.0,True,True,210.6
C6,freshco,4,0.5,True,False,203.6
C6,freshco,5,1.0,True,True,162.0
C6,freshco,6,1.0,True,True,215.5
C6,freshco,7,1.0,True,True,200.1
C6,freshco,8,1.0,True,True,186.9
C6,freshco,9,0.5,True,False,214.3
C6,freshco,10,0.5,True,False,170.3
C6,greenleaf,1,1.0,True,True,164.2
C6,greenleaf,2,1.0,True,True,133.7
C6,greenleaf,3,1.0,True,True,156.0
C6,greenleaf,4,1.0,True,True,138.7
C6,greenleaf,5,1.0,True,True,164.4
C6,greenleaf,6,1.0,True,True,178.0
C6,greenleaf,7,1.0,True,True,149.1
C6,greenleaf,8,1.0,True,True,129.3
C6,greenleaf,9,1.0,True,True,155.6
C6,greenleaf,10,1.0,True,True,111.8
C6,nordicsteel,1,1.0,True,True,157.0
C6,nordicsteel,2,1.0,True,True,188.5
C6,nordicsteel,3,0.5,True,False,177.2
C6,nordicsteel,4,1.0,True,True,178.0
C6,nordicsteel,5,0.5,False,True,152.5
C6,nordicsteel,6,1.0,True,True,159.2
C6,nordicsteel,7,1.0,True,True,159.8
C6,nordicsteel,8,0.5,False,True,181.0
C6,nordicsteel,9,0.0,False,False,184.2
C6,nordicsteel,10,1.0,True,True,152.5
C6,quickship,1,1.0,True,True,173.7
C6,quickship,2,1.0,True,True,151.9
C6,quickship,3,1.0,True,True,121.6
C6,quickship,4,0.5,True,False,165.9
C6,quickship,5,1.0,True,True,172.5
C6,quickship,6,1.0,True,True,159.1
C6,quickship,7,1.0,True,True,145.2
C6,quickship,8,1.0,True,True,149.0
C6,quickship,9,1.0,True,True,145.9
C6,quickship,10,1.0,True,True,215.8
C6,techparts,1,1.0,True,True,173.7
C6,techparts,2,1.0,True,True,181.6
C6,techparts,3,1.0,True,True,188.1
C6,techparts,4,1.0,True,True,175.7
C6,techparts,5,1.0,True,True,141.4
C6,techparts,6,1.0,True,True,187.5
C6,techparts,7,1.0,True,True,159.3
C6,techparts,8,1.0,True,True,165.9
C6,techparts,9,1.0,True,True,179.2
C6,techparts,10,1.0,True,True,166.2
C7,freshco,1,1.0,True,True,203.3
C7,freshco,2,1.0,True,True,183.7
C7,freshco,3,1.0,True,True,174.9
C7,freshco,4,1.0,True,True,151.3
C7,freshco,5,1.0,True,True,230.5
C7,freshco,6,1.0,True,True,121.6
C7,freshco,7,1.0,True,True,190.0
C7,freshco,8,1.0,True,True,209.2
C7,freshco,9,1.0,True,True,191.3
C7,freshco,10,1.0,True,True,192.3
C7,greenleaf,1,0.0,False,False,191.3
C7,greenleaf,2,0.0,False,False,209.1
C7,greenleaf,3,0.0,False,False,171.7
C7,greenleaf,4,0.0,False,False,252.4
C7,greenleaf,5,0.0,False,False,191.0
C7,greenleaf,6,0.0,False,False,233.3
C7,greenleaf,7,0.0,False,False,187.3
C7,greenleaf,8,0.0,False,False,212.4
C7,greenleaf,9,0.0,False,False,199.9
C7,greenleaf,10,0.0,False,False,186.0
C7,nordicsteel,1,0.0,False,False,146.9
C7,nordicsteel,2,0.0,False,False,232.3
C7,nordicsteel,3,0.0,False,False,231.2
C7,nordicsteel,4,0.0,False,False,173.4
C7,nordicsteel,5,0.0,False,False,193.6
C7,nordicsteel,6,0.0,False,False,110.9
C7,nordicsteel,7,0.0,False,False,209.8
C7,nordicsteel,8,0.0,False,False,197.1
C7,nordicsteel,9,0.0,False,False,172.2
C7,nordicsteel,10,0.0,False,False,239.9
C7,quickship,1,1.0,True,True,176.3
C7,quickship,2,1.0,True,True,190.9
C7,quickship,3,1.0,True,True,223.2
C7,quickship,4,1.0,True,True,185.3
C7,quickship,5,1.0,True,True,200.5
C7,quickship,6,1.0,True,True,209.7
C7,quickship,7,1.0,True,True,172.1
C7,quickship,8,1.0,True,True,183.8
C7,quickship,9,1.0,True,True,179.1
C7,quickship,10,1.0,True,True,196.9
C7,techparts,1,0.5,False,True,204.2
C7,techparts,2,0.5,False,True,186.5
C7,techparts,3,0.5,False,True,217.3
C7,techparts,4,0.5,False,True,227.4
C7,techparts,5,0.5,False,True,196.6
C7,techparts,6,0.5,False,True,199.1
C7,techparts,7,0.5,False,True,211.4
C7,techparts,8,0.5,False,True,226.3
C7,techparts,9,0.5,False,True,204.2
C7,techparts,10,0.5,False,True,206.6
